abstract,author,title,year
"A wireless sensor network is type of wireless network. Basically it consists a collection of tiny device are called sensor node, sensor node has a resource constraint means battery power, storage and communication capability. Network lifetime is the most important metric for the evaluation of sensor networks. In a resource-constrained environment, the utilization of every limited resource must be considered. The network can only fulfill its purpose as long as it is considered alive, but not after that. It is therefore an indicator for the maximum utility a sensor network can provide. Energy efficiency is therefore of paramount importance in sensor networks that are constrained by limited resources. In this paper we purposed a novel technique in which we added the no of relay nodes in the network to increase the network lifetime","Neha Abbi, Dr. Sandeep Sharma",COMPARATIVE REVIEW ON ENERGY EFFICIENT TECHNIQUES IN WIRELESS SENSOR NETWORK,"Home,Vol 4, No 12 (2015),Abbi"
"The aim of image de-noising is to provide a clean version of a given noisy image, utilizing prior knowledge of the statistics of natural images. The problem has been studied intensively with considerable progress made in recent years. The new proposed algorithm has been proposed to deal with the problems, namely, poor image enhancement at high noise density, which is frequently enhanced in the Improved Mean filter (IMF). In this paper Improved Mean Filtering is used for enhancing the peak signal to noise ratio (PSNR) and image enhancement factor (IEF) both. The performances of proposed ‘Improved Mean Filter’ (IMF) are quantitatively vies as well as the visual and human perception views shows better result in both conditions as compared to other existing filters. Results reveal that the proposed filter exhibits better performance in comparison with MF, AMF, DBA, MDBA, MDBUTMF, MNF filters in terms of higher PSNR and IEF. The performance of the proposed method has to be tested at low, medium and high noise densities on gray scales. Infect at high noise density levels the new proposed algorithm is suppose to give better performance as compare with other existing de-noising filters.","Zenab Khan, Aizaz Tirmizi, Mohd. Sarwar Raeen",Advanced Removal of Fixed Valued Impulse Noise,"Home,Vol 4, No 12 (2015),Khan"
"Gait recognition is the process of identifying an individual by the manner in which they walk. This is a marker less unobtrusive biometric, which offers the possibility to identify people at a distance, without any interaction or co-operation from the subject, this is the property which makes it so attractive as a method of identification. In the proposed work, to remove the issue of energy and enthalpy, in the field of gait reorganization process the approach has to utilize which extract optimal feature for gait reorganization process, various types of parameters i.e. FAR & FRR are used for the better results in the system.","Rajneet kaur, Gurpreet kaur",Identification System Based On Gait Recognition On The Basis Of 2-DPCA Feature Extraction,"Home,Vol 4, No 10 (2015),kaur"
"Vehicular ad hoc networks (VANETs) are usually a future engineering science that is certainly getting impetus in recent years. Which can be why the actual community attracts increasingly more interest from both equally manufacture and academe? Due to minimal data transfer rate of cellular connection method, scalability is often a significant problem. Facts corporate are usually a solution to this kind of. The goal of data collective is to join the particular messages as well as disseminate this specific inwards much larger area. Although performing group integrity from the information is not easily approved along with assaults might be doable. Consequently collective has to be risk-free. However are several studies addressing VANETs, they just don't focus on security troubles especially in data group.","Pawan Kumar Sharma, Sunil Malviya, Yogadhar Pandey",A Survey to Prevent Different Types of Attacks in VANET,"Home,Vol 4, No 9 (2015),Sharma"
"The feature extraction of image becomes much essential nowadays from big image database which reduces the cost of storage as well as provide good quality of image. In this work, we propose an approach which extract feature of image on the basis of color, texture and shape. The color feature extraction is done using the probability, entropy and information gain while for texture uses gray level co-occurrence matrices and for shape uses Fourier descriptor (FD). Before extract these characteristic of image we relate KNNGA algorithm to optimize the extracted result from the big database. The experimental analysis of the proposed approach is simulated on MATLAB2012a toolbox which comprises the various functions to simulate it. Analysis of our work is performing on well known performance metric accuracy and false alarm rate (FAR) etc. After simulation it is analyze that our proposed system performs well than the some other approaches.","Kriti Joshi, Amrit Suman, Dr. Sadhna Mishra",Feature Extraction of Image Using Gray-level and KNN based Genetic Algorithm,"Home,Vol 4, No 12 (2015),Joshi"
"Steganography has been proposed as a new alternative technique to enforce data security. Lately, novel and versatile audio steganographic methods have been proposed. A perfect audio Steganographic technique aim at embedding data in an imperceptible, robust and secure way and then extracting it by authorized people. Hence up to date the main challenge in audio steganography is to obtain robust high capacity steganographic systems.  We have presented a high capacity and high stego-signal quality audio steganography scheme based on Coefficient comparison in DCT domain where two Coefficients of a segment are compared and based on comparison bits are embedded. The strength of our algorithm is depend on the segment size and  their strength are enabled the algorithm to achieve very high embedding capacity for different data type that can reach up to 25 % from the input audio file size with lest of 50 dB SNR for the output stego signal.","Kanchan Chilhate, Kailash Patidar, Gajendra Singh Chandel",Advanced Audio Steganography technique based on Coefficient Comparison in DCT domain,"Home,Vol 4, No 12 (2015),Chilhate"
"Performance of various classification algorithms such as Decision trees, Support Vector Machine,KNN, Naive Bayes and Logistic regression and in clustering algorithm’s k-means clustering is compared after these are applied over two class discrete breast cancer dataset. Comparison of performance in prediction n  of benign and malign cancer categories are found out. Using clustering algorithm benign and malign data were clustered and its efficiency is also analyzed.","Mr.Thendral Puyalnithi, Dr.Madhu Viswanatham V, Mr.Satish CJ",Performance analysis of various Classification and Clustering Algorithms in Breast Cancer Diagnostics,"Home,Vol 5, No 2 (2016),Puyalnithi"
"Image retrieval is one of the most attractive and greatest on the increase examine areas in all fields. Image retrieval refers to extracting illustrate images form a large database. The image retrieval is two types. First is text based and other is content based. Here content based retrieval is performed. Content based image retrieval techniques are done by three method color, texture and shape. In this paper a procedure are be relevant to color histogram, shape as well as texture features of the image. The image provides a hardiness feature position of image retrieval. Based on the key of CBIR system uses color, texture and shape features to reclaim give details image from large database and for this reason provides additional effectiveness or enhancement in image retrieve than the single features retrieval system which resources better image retrieval conclusion. The classification of the image features to different categories or levels, features extraction in term of levels and feature similarity comparison and the distances measure of the query images for better results k- nearest neighbors (KNN) and genetic algorithm (GA) suited.","Kriti Joshi, Amrit Suman, Dr. Sadhna Mishra",Content Based Image Retrieval By Using Modified KNN And Genetic Algorithm –A Praposal,"Home,Vol 5, No 1 (2016),Joshi"
"Cloud computing is emerged as new technology in organization and cooperates. To successfully provide cloud services and sharing of resources, the cloud must be tested before came into service. Cloud testing is a form of testing in which web applications uses cloud computing environment and infrastructure to simulate real world user traffic by using cloud technologies and solutions . The Cloud computing gives the way to obtain computing resources, and also provide a new direction to manage and deliver computing solutions, technologies, and services .Every New technology have lots of challenges attached with it . Similarly Cloud-based testing also provides a set of challenges, such as lack of standards and data security, especially in the public cloud model. Cloud computing provides an opportunity to offer testing as a service (TaaS) for clouds and SaaS. Cloud computing also identify new challenges, issues and needs in software testing, generally in cloud-based applications and testing clouds. This paper focuses on testing challenges of the cloud that is being faced by cloud service provider. It also examines the major needs, challenges, and issues in testing cloud-based software applications.","Dr. Mamta Madan, Dr. Meenu Dave, Ms. Anisha Tandon",Challenges in Testing of Cloud Based Application,"Home,Vol 5, No 1 (2016),Madan"
"This study compares the performance of sign detection based on synthetic training data to the performance of detection which is based on real world training images. Viola-Jones detectors are created for four different traffic signs with both synthetic and real data, and varying numbers of training samples. The detectors are tested and compared. The result is that while others have successfully used synthetic training data in a classification context, it does not seem to be a good solution for detection. Even when the synthetic data covers a large part of the parameter space, it still performs significantly worse than the real world data.",Prof. Abhinav V. Deshpande,Learning to Detect Traffic Signs: Comparative Evaluation of Synthetic and Real World Data Sets,"Home,Vol 5, No 1 (2016),Deshpande"
"I would like to propose location based application which will help user to find hotels, ATMs and Garment shops from its location which is able to demonstrate the path of hotel, number of hotels, shops, ATMs, what type of hotel and other facilities like table booking, and menu card and so on. This system demonstrates to user nearest hotels list with location blinking. Whenever user selects the any hotel that time few details are displayed like hotel name, type of hotel whether hotel is vegetarian or non-vegetarian, ratings for hotel and address of that hotel. When user wants to select that hotel then system provides the nearest path from current location to hotel exact location and display the time which is required to reach that location. Due to limited bandwidth, images must be compressed before storing and transmitting. Privacy-preserving data publication for data mining is to protect sensitive information of individuals in published data while the distortion to the data is minimized.",Mr.M.P. Gaikwad,IMAGE COMPRESSION AND PRIVACY   PRESERVATION OF DATA OF ADVERTISEMEMENT FOR MOBILE APPLICATION,"Home,Vol 5, No 4 (2016),Gaikwad"
"Mobile ad hoc networks (MANETs) are usually a future engineering science that is certainly getting impetus in recent years. Which can be why the actual community attracts increasingly more interest from both equally manufacture and academe? Due to minimal data transfer rate of cellular connection method, scalability is often a significant problem. Facts corporate are usually a solution to this kind of. The goal of data collective is to join the particular messages as well as disseminate this specific inwards much larger area. Although performing group integrity from the information is not easily approved along with assaults might be doable. Consequently collective has to be risk-free. However are several studies addressing VANETs, they just don't focus on security troubles especially in data group.","Amit Dangi, Mr. K K Tiwari",A Secure Hybrid Communication Approach for Disaster Recovery System in MANETS: Review Paper,"Home,Vol 5, No 1 (2016),Dangi"
"With an end goal to give QoS in VANET, the IEEE 802.11p physical layer, which is suggested as VANET MAC convention encounters a huge amount of packet losses  as an aftereffect of impacts. Its execution can be enhanced by utilizing Time Division Different Access (TDMA) plan to achieve rebuilding of TDMA slots with no central control. There are many proposals for a QoSin VANETS. Steering convention equipped for finding and setting up a way through cluster approach utilizing TDMA. This, in any case, is accomplished by ascertaining the relating QoSmetrics values in light of QoS measurements before selecting the ideal, solid and stable course between source, group head and destination. The convention would be an expansion of LORA-CBF, to which QoS elements are inserted in the route request selection.","Manorma Sharma, Mr. K K Tiwari",Different approaches for Quality of Service based Routing protocol for VANETs: Review Paper,"Home,Vol 5, No 3 (2016),Sharma"
"Without electrical power today’s modern world can’t be imagine.  Assuring the uninterrupted power supply has come into existence due to lots of research of decades which makes today’s power systems as a hybrid and complex structured networks elements combination in which hundreds of power generating station and load canters has been interconnected through transmission line. In this paper, Power system stabilizers (PSS) and STATCOM with Multi band and generic in a single machine technique with Support Vector Machine (SVM) has been presented. Performance factor of the output voltage of across the Implements a 3-phase synchronous machine modeled, three phase source across and PV measurement as been the testbed to evaluate the SVM based approach for STATCOM. The total output voltage of both system are better as compare to proposed generic and Multi band using SVM and compare with existing PSO techniques. On the basic of result clearly said that the generic and multi band SVM based system are better as compare to other system with or without PSS. All the result analyses are simulated on Matlab – Simulink lib, based power GUI. The main objective is to damp the power system oscillations and to enhance the system dynamic performance under severe disturbances. However, the PSS does not guarantee the system stability when the system conditions vary abruptly whereas SVM does. Particularly, for the transmission lines loaded over a very long distance in a multi-machine system it is unable to damp the interbred oscillations under severe disturbance. FACTS technology provides extensibility on AC transmission system over very long distances by controlling the active and reactive power flows. In this, we have considered three distinct FACTS controllers with power oscillation damping stabilizers. Proposed SVM based STATCOM methods outperform and reflected into the voltage and power generated output as compared to PSO based methods.","Rinsha Haseeb, Neeti Dugaya",Simultaneous Coordination of Power System Stabilizers and STATCOM in a Single machine Power System for Enhancing Dynamic Performance by using SVM Technique,"Home,Vol 5, No 7 (2016),Haseeb"
,"Muhammad Haris, Naila Maqsood, UbaidUl Haq, Tahir Zaman, Muhammad Zubair",UNI Processor and Multi-processor Performance Comparison,"Home,Vol 5, No 7 (2016),Haris"
,"Ms. Anupama Jha, Dr. Meenu Dave, Dr. Supriya Madan",Quantitative Analysis and Interpretation of Big Data Variables in Crime Using R,"Home,Vol 5, No 7 (2016),Jha"
Propagation is a predictable process of route finding Mobile Adhoc network. While transmit by flooding is easy but unproductive and results in superfluous message relays. This in turn over use imperfect network resources like channel bandwidth and node power. The improve broadcasting with power saving system is essential for the competent route finding and to progress network lifetime. In this paper Chance or Approach based Broadcasting technique for routing protocol is proposed to orderly down flooding problem. It uses nodes remaining power strength and threshold accidental delay to produce rebroadcast probability energetically for the competent broadcasting in route discovery. This method is analyzed over immediate Adhoc On-Demand Distance Vector (AODV) protocol. The route request (RREQ) packet of AODV is modified to assemble power information of nodes. The presentation of modified protocol is analyzed over transmit packets sent and End-to-End Delay using ns2 simulator. Simulation results are observed and establish that surplus broadcast are to reduced by 19 to 28 percent and hence get better network routine.,"Priyanka Singh, Rajendra tiwari",EAODV: A Chance based Enhanced AODV to improve Propagation System in MANET,"Home,Vol 3, No 9 (2014),Singh"
"Sorting is the fundamental and the most common used operation in computer science. Arranging list of elements in a particular order is called sorting. To facilitate some other operations such as searching, merging and normalization we often required sorting. In the computation as well as in practical life there are many sorting algorithm that are being used. A sorting algorithm consists of comparison, swap, and assignment operation.  The algorithms which are easy to comprehend but have the worst time complexity of O (n2) are Bubble sort, selection sort and insertion sort. To enhance the performance in terms of computational complexity, memory and other factors there are a lot of sorting algorithms has been developed.  There are five types of sorting algorithms available for a long time in data structure, which are Bubble sort, selection sort, and insertion sort, merge sort and quick sort and gives their performance analysis with respect to time complexity. In this paper our main goal is to study how all the five sorting algorithms work and compares them on the basis of various parameters apart from time complexity to reach our conclusion.","WAQAS ALI, TAHIR ISLAM, HABIB UR REHMAN, IZAZ AHMAD, MUNEEB KHAN, AMNA MAHMOOD",COMPARISON OF DIFFERENT SORTING ALGORITHMS,"Home,Vol 5, No 7 (2016),ALI"
"Wireless Sensor Networks (WSNs) consists of resource-starving miniature wireless sensor nodes which operates in locations that are unfriendly to human access. In this paper, we discuss about WSN and its security issues like major design challenging, security goals, threats and attacks (performance oriented, goal Oriented and Layer Oriented attacks) while collecting and processing data in Wireless Sensor Networks (WSNs). At the end of this paper discussing about different security attacks is presented.","Kalsoom Shabana, Nigar Fida, Fazlullah Khan, Syed Roohullah Jan, Mujeeb Ur Rehman",Security issues and attacks in Wireless Sensor Networks,"Home,Vol 5, No 7 (2016),Shabana"
"In the field of Multimedia processing, the efficient processing of multimedia applications (MMA’s) is one of the main issues. For processing MMAs many architectures have been proposed such as SIMD architectures, VLIW, superscalar (general-purpose processor enhanced with a multimedia extension such as MMX), vector architectures, and reconfigurable computing devices. The question then arises: which architecture can make sure the full use of the characteristic features of MMAs the most? In this paper, first, we explain the characteristics of MMAs, after that we discuss the different architectures that have been proposed for processing MMAs. Afterwards, they are compared based on their ability to exploit the characteristics of MMAs. Superscalar processors with dynamic out-of-order scheduling provide higher performance than VLIW processors and from superscalar processors with in-order scheduling. Because superscalar architectures include complicated control logic for out-of-order execution, and because VLIW processors have to decode every instruction slot in parallel and need a register file with multiple read and write ports, they are more complex than single-issue vector architectures.","ASADULLAH KHAN, ADNAN KHAN, TAHSEEN ULLAH, KALSOOM ALI",A Detailed Comparison of Various Architectures for Multimedia-based Applications,"Home,Vol 5, No 7 (2016),KHAN"
"The volume information extracted from computed tomography angiogram (CTA) datasets makes them a valuable tool for cardiologists to diagnose various types of diseases. In this paper, an approach is developed to segment the coronary artery trees from CTA datasets. And the segmented coronary artery trees can be visualized with triangle surface mesh in three-dimensional space.",Qian Huang,Human Heart Coronary Arteries Segmentation,"Home,Vol 5, No 9 (2016),Huang"
"Theaim of this paper is to represent an insightful comparison between four of the most popular and widely used architectures that are Advanced RISC Machine (ARM), Microprocessor without Interlocked Pipelined Stages (MIPS), Performance Optimization with Enabled RISC – Performance Computing (PowerPC) and Scalable Processor Architecture(SPARC). All these four architecture belongs to the Reduced Instruction Set Architecture (RISC) processor family. In order to acknowledge the user about the differences between these ISA’s and impact of each individual of them, a contrastamong these architectures is extremely necessary. As these architectures are used in several applications, this paper attempts to cover some ofsoftware and hardware applications that will help in identifying the differences between them. This paper provides enough information that will help the reader to select the best suited ISA for his required application.","Shoaib Muhammad, Suleman Khan, Asmat Ali, Shah Nawaz Khan, Syed Roohullah Jan",COMPARISON OF DIFFERENT MICRO-COMPUTER ARCHITECTURES,"Home,Vol 5, No 7 (2016),Muhammad"
"This paper has demonstrated the effect of adding EDFA to satellite wireless optical communication system transmitter, also, demonstrated the effect of the change of length and characteristics of EDFA, telescope aperture length and input power in expanding the length of communication between two satellites in deferent orbits, then enhancing the output by using low pass filter. Optiwave 7 simulator was used to simulate the transmitter and receiver output.  Modulation format used was NRZ (Non return to zero), the results was to compare the output of the receiver with different distance lengths between the satellites. As will as the output parameters such as BER, output power, Gain and the eye diagram was measured in the paper.","Ahmed Nabih Zaki Rashed, Abd El–Naser A. Mohamed, Hamdy A. Sharshar, Ehab Salah El-dien",Optical Wireless Transmitting Communications Based Satellite Orbit to Orbit Communication Systems Enhancement with EDFA Amplifiers,"Home,Vol 5, No 8 (2016),Rashed"
"Device-to-device (D2D) communication has been a hot topic due to its potential advantages such as high data rates, spectrum-efficient, energy-efficient. D2D communication has the advantage of maximum spectral usage and higher throughput. However, for better quality of service (QoS), the performance of the existing systems can be improved by introducing the idea of device- to-device (D2D) communication in cellular networks. This can be achieved by increasing system capacity to accommodate more user equipment (UEs). This paper evaluates the Model to Enhance Resource Allocated to Device-to-Device Communication in OFDM- based Cellular Systems to improve the QoS for the UEs by considering the system capacity in different D2D communication scenarios in OFDM technology. The system capacity is calculated, and throughput in ideal and realistic conditions by using Shannon’s equation for capacity calculation. The control and discovery overhead is also considered. The results shows that the scenarios largely improve the system capacity compared with other studies thus QoS is improved.","NDAGIJIMANA Adonia, MUSABE Richard, GAURAV Bajpai",Evaluation of a Model to Enhance Resource Allocated to Device-to-Device Communication in OFDM- based Cellular Systems – Resource Capacity Analysis,"Home,Vol 5, No 9 (2016),Adonia"
"Wireless ad-hoc networks have gained a lot of importance in wireless communications. Wireless communication is established by nodes acting as routers and transferring packets from one to another in ad-hoc networks. Routing in these networks is highly complex due to moving nodes and hence many protocols have been developed. Mobile ad hoc networks are networks without fixed infrastructure. The mobile nodes perform both as a host and a router forwarding packets to other nodes. Due to the special nature of ad hoc networks, there are special demands for ad hoc routing protocols. Performance is also an interesting issue for different protocols. This paper describes some special characteristics of ad hoc  on-demand routing protocols like DSR, AODV, DYMO, LAR and TORA, with their performance measurements and study of working of these protocols.","Priyanka Singh, Damodar tiwari",Comparative study and performance analysis of different routing protocol of Mobile Ad-Hoc Network,"Home,Vol 5, No 9 (2016),Singh"
"Agriculture, the backbone of Indian economy, contributes to the overall economic growth of the country and determines the standard of life for more than 50% of the Indian population. Looking at the current situation of agriculture in India, Indian agricultural productivity is very less compared to world standards. Sustainability in agriculture is of utmost importance as many problems faced by farmers are related to this. Coupled with this, there is heavy dependence on traditional crops like wheat and rice. Supply channel bottlenecks and lack of a proper marketing channel are serious problems for a farmer who is already burdened with a host of troubles. To address the problem , we propose to build a application portal 'Prediction On Crop Cultivation' which will help farmers to generate their revenue with effective cultivation of seasonal crops by providing up-to-date information about which crops to be grown in which season, what amount of water must be given, when to sow this crop, which season is best suitable for cultivation, how to implement modern techniques of agriculture, which soil is best suitable for that crop, how to implement sustainable development and what are the market conditions running for this crop. In this paper there is complete description on how sustainability can be implemented from our application in agriculture to improve the productivity of land. Prediction On Crop Cultivation is basically an aggregation of sustainability, soil analysis, crop and fertilizer recommendation and crop yield calculations based on present market conditions. Prediction On Crop Cultivation outperforms the existing system by revising and correcting the failures of the soil analysis processes which were manual based.","Shweta K Shahane, Prajakta V Tawale",Prediction On Crop Cultivation,"Home,Vol 5, No 10 (2016),Shahane"
"This study paper demonstrate to find out the what is basically scaling in terms of image? What are the basic functions used in image scaling, also we take a look on different scaling algorithms and try to find out which algorithms is best in which context and what are the flaws and limitation of these algorithms. We also try to give out complimentary solution that what should be needed in order to make the efficiency of the scaling algorithms more strong.","Zeeshan Asghar, Rizwan Naeem, Nabila Karamat Jarral",CORRELATIVE ANALYSIS OF DIFFERENT IMAGE SCALING ALGORITHMS IN GRAPHICS,"Home,Vol 6, No 1 (2017),Asghar"
"Cloud Computing technology is blooming the IT industry. Ensuring security in it becomes a challenging task. Cloud environments face many of the same threats as traditional corporate networks, but due to the vast amount of data stored on cloud servers, providers become an attractive target. Multifactor authentication systems such as one-time passwords, phone-based authentication, the smartcards protect cloud services because they make it harder for attackers to log into the systems. This paper will help those companies to share their data as well as their resources keeping in mind the security issues for data and resources. It implements an idea about proposing a new paradigm Data protection as a service. In this paper, we study the problem of data storage security in cloud computing. A novel encryption and decryption scheme using secret key is proposed. The obvious advantage of our scheme is the cloud service provider can offer the functions which were provided by the traditional data owners and make it trustful. So it indeed reduces the constitution's complexity in Cloud Computing. Also provides alerts if anything appears to be unauthentic.Although traditional searchable encryption schemes allow a user to securely search over encrypted data through keywords and selectively retrieve files of interest, these techniques support only exact keyword search. In this paper, it formalizes and solve the problem of effective fuzzy keyword search over encrypted cloud data while maintaining keyword privacy. In this solution, it exploits edit distance to quantify keywords similarity and develop an advanced technique on constructing fuzzy keyword sets, which greatly reduces the storage and representation overheads. Through rigorous security analysis, it shows that proposed solution is secure and privacy-preserving, while correctly realizing the goal of fuzzy keyword search.",Neha Rale,Ensuring Data Storage Security and Fuzzy Keyword Searching over an Encrypted Data,"Home,Vol 6, No 1 (2017),Rale"
,"Zeeshan Asghar, Usman Ali",COMPARATIVE ANALYSIS OF MULTIPROCESSOR ARCHITECTURE,"Home,Vol 5, No 12 (2016),Asghar"
"The combination of radio frequency and optical fiber has resulted in high capacity transmission at lower costs components and makes Radio Over Fiber (ROF) as a current trend of large broadband communication. In Fiber optics field, the use of Fiber Bragg Grating (FBG) has been proposed in recent research with different purpose of uses. However, the compensation of dispersion method of FBG can boost significantly the system performance. This paper investigates the performance capacity improvement of adaptive Radio Over Fiber system. The system design was performed using OptiSystem 14.0 software, which 16 × 40 Gbps return-to zero (RZ), non-return-to-zero (NRZ) and modify duo binary RZ (MD-RZ) dense wavelength-division-multiplexing (DWDM) signals were launched into 100 Km single mode fiber (SMF) and FBG which was used as a compensator of dispersion before frequency up conversion. Therefore, the system performances were investigated by comparing the Q-factors of varying transmission distance and input power. The Eye diagram analyzer showed acceptable improvement due to the use of FBG as a compensator of dispersion.","Ahmed Nabih Zaki Rashed, Abd El-Naser A. Mohamed, Mohamed S. F. Tabbour, Amira M. Ismail","Performance Improvement for 16×40 Gb/s DWDM System Using Non Return to Zero (NRZ), Return-to Zero (RZ) and Modified Duo Binary RZ (MD-RZ) Modulation Formats","Home,Vol 6, No 2 (2017),Rashed"
"Internet of Things (IOT) is one of the modern technologies in the current epoch; but its Application areas still not been fully analysed. After the widespread use of the Internet of Things, the subject of security and privacy has attracted a lot of attention to itself and the issue has become controversial in this area. Protection of IOT is complex and difficult activity. Internet of Things requires mechanisms of confidentiality, integrity, authentication of identity, and accurate access control. Current Internet continuously faces to multiple attacks due to technical, legal and human problems. Internet of Things considering as future innovation in the field of wireless technologies. This phenomenon will create hundreds of new security challenges that they need to examined in detail. Another challenge that became propounded in this area is that the Internet of Things will enhance and deepening the digital chink. In this article we will have brief review on the security issues ahead of the technology and the impact of this technology on the digital chink.","Mohammadjavad Hosseinpoor, Sohail Dehghani, Shima Roshan",Internet of Things in Cloud Computing,"Home,Vol 6, No 3 (2017),Hosseinpoor"
"A Wireless Sensor Network (WSN) is a temporary network set up by wireless mobile computers (or nodes) moving arbitrary in the places that have no network infrastructure. Since the nodes communicate with each other, they cooperate by forwarding data packets to other nodes in the network. Therefore the nodes ﬁnd a path to the destination node using routing protocols. However, due to security vulnerabilities of the routing protocols, wireless Sensor Networks are unprotected to attacks of the malicious nodes. One of the most malicious threats to WSN is in the form of black hole attack that target the routing protocols. Ad-hoc On-Demand Distance Vector (AODV) Routing Protocol is used for ﬁnding a path to the destination in an ad-hoc network. To ﬁnd the path to the destination all nodes work in cooperation using the routing control messages. AODV Routing Protocol oﬀers quick adaptation to dynamic network conditions, low processing and memory overhead, low network bandwidth utilization with small size control messages. A wireless sensor network consists of a large number of small sensors with limited energy. Clustering the sensor nodes is an eﬀective technique to achieve these goals. Network is divided into number of clusters. Nodes are assigned to the cluster having minimum distance to the cluster head having maximum energy. The distance is calculated using Euclidean Distance Formula. We propose a new protocol, RAEED (Robust formally Analyzed protocol for Wireless Sensor Networks Deployment), which is able to address the problem of black hole attacks. Using formal modeling we prove that RAEED avoids Black Hole attack.","Nitin A. Sakhare, Nilesh U. Sambhe",Detection of Malicious node by Black Hole attack in Wireless Sensor Network based on Data Mining,"Home,Vol 6, No 4 (2017),Sakhare"
Clustering is one of the important approaches of data mining that can be used for data analysis and is applicable in different fields. Clustering divides those groupings which are more similar in the case of interest parameters. Bee colony algorithm is one of the existing algorithms for clustering. The bee colony algorithm is one of the new stochastic optimization that is inspired by the collective behavior of bees. One problem with this algorithm is late converging and trapping in local optimum. This article compares the bee colony algorithms which are proposed to solve the problem of clustering. The results of comparison show that the performance of algorithms combined with bees contains more accuracy in comparison with their individual performances as well as k-means clustering algorithm.,"Mohammadjavad Hosseinpoor, Behnam Baghban, Mahnaz Mehdipoor",A Comparison of Clustering Algorithm Based on Bee Colony,"Home,Vol 6, No 4 (2017),Hosseinpoor"
"This paper proposes a technique for increasing the accuracy of lymphoblastic cancer/cell detection in blood samples. The proposed technique utilizes the microscopic images of blood samples to visualise and identify the lymphoblastic cancer cells. These microscopic images are first enhanced using several image processing steps and subsequently, several features are extracted by examining the changes in texture, shape, color, and statistical behaviour of these enhanced images; thereafter, the artificial neural network is trained based on these extracted features in order to detect these cancer cells with high accuracy. Accordingly, the trained artificial neural network classifier categories the image into two classes, namely; normal and abnormal White Blood Cells by using an appropriate set of features and hence, detecting the lymphoblastic cancer/cells. For proof of concept, 36 microscopic images of blood samples are tested using the proposed technique and an overall accuracy of 97.8% is achieved.","Savita Dumyan, Ankush Gupta",An Enhanced Technique for Lymphoblastic Cancer Detection Using Artificial Neural Network,"Home,Vol 6, No 4 (2017),Dumyan"
"Copy–move image tampering is one of the most frequently tampering types that contaminate images authenticity due to its ease. Tampering detection becomes more difficult when the tampered parts are subjected to post operations like scaling, rotation, compression or noise. In this paper, a blind copy-move tampering detection and localization method is proposed. Its novelty lies in the combination of SIFT, PCA and DBSCAN techniques. The proposed method shows its potential to disclose and localize tampered regions of different sizes and shapes. Furthermore, our method requires no prior information about the image or the manipulation operations carried on it.  A comparative analysis between the proposed method and other tampering detection methods is evaluated based on various performance measures. Our experimental results show that the proposed method outperforms the previous reported techniques and is quite reliable in copy-move tampering detection and localization.","Mona F. Mohamed Mursi, May M. Salama, Mohamed H. Habeb",An Improved SIFT-PCA-Based Copy-Move Image Forgery Detection Method,"Home,Vol 6, No 3 (2017),Mursi"
"Facial landmark localization is one of the basic approaches to identify face alignments, achieve facial expression recognition and perform the same, even in the presence of occlusions. The acquisition conditions such as background complexity, degree of occlusion, illumination variations and expressions on the face affect landmark localization performance. Use of Eigen faces for shape modeling degrades the performance of the system as Eigen faces are not robust to variations in shape, pose and expression. In the proposed work, Landmark detection and localization is carried out using Point Distribution Model (PDM). The proposed method is implemented on MATLAB 2015a using existing standard datasets and very own dataset. Results obtained from the experiment indicate that proposed work detects and localizes facial landmarks more effectively when encountered with images exhibiting different degree of occlusions, expressions and pose variations. This, in turn makes the system more robust.","Jayashree S Katagihalli, SriKrishna Shastri C, Naveen S Pagad",Facial Landmark Detection and Localization Using Point Distribution Model,"Home,Vol 6, No 4 (2017),Katagihalli"
"Knowledge management is very vital in effective implementation of e-government projects. Every employee of the organization has his own implicit knowledge which is experience in government process and same is to be brought under knowledge management system of the organization for efficient implementation of e-government projects. The major challenge in this process is involving the employees in knowledge management work flow. The paper presented the outcome of the case study for the panchayath Raj department of Andhra Pradesh and Telangana state choosing 5 districts. The statistical analysis was taken up with simple random methodology data and the outcome reveals that the strength of association for the demographic factor age with knowledge management attributes observed to be weak. The education and experience association strength found to be strong with knowledge management attributes, so that a good practice of knowledge management system can be in placed for e-government for the organization.","MALLESHWAR RAO BALIWADA, PROF.  MOHD.  AKBAR ALI KHAN",A STUDY OF EMPLOYEE PARTICIPATION IN KNOWLEDGE MANAGEMENT FOR E-GOVERNMENT OF ANDHRA PRADESH AND TELANGANA STATE,"Home,Vol 6, No 5 (2017),BALIWADA"
"The rapid development of Cloud computing in the information technology and the growing desire to use this technology in various fields in recent years is evident.  An enterprise needs an appropriate architecture to align the cloud computing with business strategies. Therefore cloud enterprise architecture is required to move an enterprise to the cloud. Cloud computing takes the enterprise architecture disciplines toward the integration of advanced concepts and services, and evokes the concept of service oriented architecture. In this paper, first we discuss the required maturity level of enterprise architecture in an enterprise to align with the cloud, and cloud enterprise architecture disciplines are introduced due to the performed changes. Then we use the SWOT analysis to study the enterprise’s strength and weakness, and also opportunities and threats from the outside perspective of the enterprise using the enterprise architecture to align the enterprise with cloud environment.",Hanieh Kashfi,Adopting Cloud Computing for Enterprise Architecture: SWOT Analysis,"Home,Vol 6, No 5 (2017),Kashfi"
